Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-24,34.07305467966475,34.179903255435754,33.99707121585988,34.10629653930664,68537200,0.0,0
2017-04-25,34.170405896802386,34.40547203036938,34.16090615262525,34.31761932373047,75486000,0.0,0
2017-04-26,34.30336938959775,34.33423811999082,34.04455754841246,34.115787506103516,80164800,0.0,0
2017-04-27,34.172771650865606,34.22975923436475,34.027931379675756,34.141902923583984,56985200,0.0,0
2017-04-28,34.213148557401034,34.26301316342643,34.01844725222057,34.108673095703125,83441600,0.0,0
2017-05-01,34.45295650191155,34.95158427713136,34.41971465023023,34.80437088012695,134411600,0.0,0
2017-05-02,35.03232288708921,35.16291720303646,34.866113586379534,35.02519989013672,181408800,0.0,0
2017-05-03,34.569308887616614,35.02045254466781,34.255886162245154,34.91835021972656,182788000,0.0,0
2017-05-04,34.79013023255267,34.93734365216458,34.621544201149796,34.792503356933594,93487600,0.0,0
2017-05-05,34.84711436367472,35.374237825932255,34.84711436367472,35.36949157714844,109310800,0.0,0
2017-05-08,35.386116836845126,36.49497479958913,35.386116836845126,36.331138610839844,195009600,0.0,0
2017-05-09,36.53533571931617,36.775155353019244,36.435610141940096,36.5638313293457,156521600,0.0,0
2017-05-10,36.478351631564294,36.551958346319886,36.11743743140786,36.39049530029297,103222800,0.0,0
2017-05-11,36.34757344452857,36.733821048991935,36.31419438123371,36.70520782470703,109020400,0.1575,0
2017-05-12,36.88402872400316,37.29411647889148,36.87687632672392,37.21782302856445,130108000,0.0,0
2017-05-15,37.19636231303621,37.34895285220479,36.96747832330605,37.12245178222656,104038800,0.0,0
2017-05-16,37.17967841033188,37.20828800246984,36.88880209677662,37.06761932373047,80194000,0.0,0
2017-05-17,36.62176596228972,36.85303651096265,35.69430084783427,35.82304763793945,203070800,0.0,0
2017-05-18,36.066243080786116,36.55977672855819,36.032864011072284,36.36903762817383,134272800,0.0,0
2017-05-19,36.56931620045241,36.712367799224666,36.39049897345275,36.493019104003906,107843200,0.0,0
2017-05-22,36.717135117122275,36.85542086776522,36.457254968969686,36.714752197265625,91865600,0.0,0
2017-05-23,36.9317119033752,36.9317119033752,36.552620302392704,36.66944885253906,79675600,0.0,0
2017-05-24,36.67898396062355,36.75766396684018,36.40002955933477,36.55977249145508,76712000,0.0,0
2017-05-25,36.65275908559731,36.80058378847127,36.485863748202995,36.68613815307617,76942400,0.0,0
2017-05-26,36.71713412704995,36.77435694447679,36.55262171023758,36.624149322509766,87710400,0.0,0
2017-05-30,36.57884489102491,36.81965073672474,36.557387700803616,36.638450622558594,80507600,0.0,0
2017-05-31,36.70998309518885,36.75766695912892,36.330891465503726,36.42148971557617,97804800,0.0,0
2017-06-01,36.519242599009296,36.55739114391466,36.292741525457615,36.52162551879883,65616400,0.0,0
2017-06-02,36.61699738166651,37.06284713745117,36.45248496280282,37.06284713745117,111082800,0.0,0
2017-06-05,36.798201376165075,36.82442804914203,36.58839163039537,36.70044708251953,101326800,0.0,0
2017-06-06,36.69328378831264,37.14867241202913,36.66467420375909,36.82441711425781,106499600,0.0,0
2017-06-07,36.96032399292731,37.18920797068651,36.83157357214818,37.04376983642578,84278400,0.0,0
2017-06-08,37.015159427709285,37.084300475819894,36.812498484481225,36.95317077636719,85003200,0.0,0
2017-06-09,37.000852490454974,37.000852490454974,34.81451481245285,35.52024459838867,259530800,0.0,0
2017-06-12,34.747760098688616,34.83120594369283,33.97765139388056,34.67146301269531,289229200,0.0,0
2017-06-13,35.08632321133667,35.15546426809919,34.607090739607536,34.95042037963867,136661600,0.0,0
2017-06-14,35.16738297793614,35.16738297793614,34.29475416108157,34.609474182128906,126124800,0.0,0
2017-06-15,34.17077549771693,34.44734332693944,33.90612590435731,34.402042388916016,128661600,0.0,0
2017-06-16,34.280454233057924,34.452119061988306,33.90374550501878,33.92043685913086,201444400,0.0,0
2017-06-19,34.25184393657538,34.98618710344442,34.25184393657538,34.89081573486328,130165600,0.0,0
2017-06-20,35.01718982797256,35.01718982797256,34.55703511876525,34.57372283935547,99600400,0.0,0
2017-06-21,34.695309336790416,34.826442689296286,34.47834357519394,34.77875518798828,85063200,0.0,0
2017-06-22,34.75491761422777,34.976649231716095,34.59994049974682,34.72153854370117,76425200,0.0,0
2017-06-23,34.60232188409351,35.08632015338501,34.59755240671832,34.87650680541992,141757600,0.0,0
2017-06-26,35.08870688968294,35.353356523090454,34.66193138833712,34.76683807373047,102769600,0.0,0
2017-06-27,34.57370520665519,34.847893738656715,34.24229750404425,34.268524169921875,99047600,0.0,0
2017-06-28,34.449732572216476,34.835976578263285,34.13262961935819,34.76921844482422,88329600,0.0,0
2017-06-29,34.50218603647699,34.602323236999574,33.92281638725545,34.25660705566406,125997600,0.0,0
2017-06-30,34.44018948015188,34.561787495630874,34.28044656303642,34.337669372558594,92096400,0.0,0
2017-07-03,34.542720382465276,34.6428575913421,34.11832779520581,34.21369552612305,57111200,0.0,0
2017-07-05,34.25899476163587,34.52125782759066,34.02772420575708,34.35436248779297,86278400,0.0,0
2017-07-06,34.09925028150447,34.213692275340705,33.95381214094462,34.03010559082031,96515200,0.0,0
2017-07-07,34.07062772380474,34.51171150219388,34.07062772380474,34.37580871582031,76806800,0.0,0
2017-07-10,34.3591236713435,34.79782092663906,34.182689418693364,34.58562469482422,84362400,0.0,0
2017-07-11,34.50694998289345,34.77398614101579,34.42350413939197,34.697689056396484,79127200,0.0,0
2017-07-12,34.778757099301096,34.85266763712655,34.528415893904096,34.747764587402344,99538000,0.0,0
2017-07-13,34.69054079276103,35.40342675517469,34.676235997201836,35.23176193237305,100797600,0.0,0
2017-07-14,35.27944666004244,35.60370204015127,35.126856106935094,35.5345573425293,80528400,0.0,0
2017-07-17,35.48210435304986,35.97802087621792,35.42249861691428,35.65853500366211,95174000,0.0,0
2017-07-18,35.572710705695116,35.79444598644011,35.44634680733096,35.78252410888672,71475200,0.0,0
2017-07-19,35.87787953136298,36.10199765542927,35.751515676397084,36.006629943847656,83692000,0.0,0
2017-07-20,36.12107680426507,36.178299621770186,35.80874332289633,35.844505310058594,68974800,0.0,0
2017-07-21,35.76105407015392,35.8683436535137,35.49640449090915,35.82781219482422,105010400,0.0,0
2017-07-24,35.901731886285944,36.34519876375412,35.739602372070095,36.261749267578125,85972800,0.0,0
2017-07-25,36.19260698842774,36.67898823862352,36.19260698842774,36.416725158691406,75415600,0.0,0
2017-07-26,36.56215986631951,36.700441972165535,36.4930151753511,36.58838653564453,63124000,0.0,0
2017-07-27,36.65753105649077,36.714753878080295,35.119703651973964,35.8969612121582,129905200,0.0,0
2017-07-28,35.73721851557914,35.81828145153998,35.570323165646286,35.64423370361328,68854800,0.0,0
2017-07-31,35.73959817878838,35.842121937434065,35.31759218342331,35.46064376831055,79383600,0.0,0
2017-08-01,35.5488704311875,35.815903024578674,35.384357980599646,35.77537155151367,141474400,0.0,0
2017-08-02,37.975999399003165,38.088058453572124,37.23212111168988,37.46577453613281,279747200,0.0,0
2017-08-03,37.44432228850159,37.482470830844434,36.96032402641811,37.09145736694336,108389200,0.0,0
2017-08-04,37.21067096549166,37.527770282507056,37.120069081747005,37.286964416503906,82239600,0.0,0
2017-08-07,37.44670865164688,37.890175492538276,37.353723844913794,37.863948822021484,87481200,0.0,0
2017-08-08,37.81388686255268,38.583992085171474,37.73520684096559,38.166751861572266,144823600,0.0,0
2017-08-09,37.971236233443435,38.450468672691066,37.93547424754974,38.40039825439453,104526000,0.0,0
2017-08-10,38.27353472151344,38.297472102510135,37.01211436381573,37.17727279663086,163217200,0.1575,0
2017-08-11,37.483660317692255,37.95519833623782,37.356800206340644,37.69429397583008,105028400,0.0,0
2017-08-14,38.13470989168061,38.34773943579146,37.99827339314982,38.26156997680664,88490800,0.0,0
2017-08-15,38.45545219394261,38.824063776439665,38.3309843800222,38.680450439453125,117862000,0.0,0
2017-08-16,38.76183496815647,38.89826783242877,38.33337989366086,38.52486801147461,110686400,0.0,0
2017-08-17,38.42194422450287,38.46742306210518,37.78045959553098,37.785247802734375,111762400,0.0,0
2017-08-18,37.78524707253719,38.1777960519942,37.51237770452844,37.69907760620117,109712400,0.0,0
2017-08-21,37.69908176472387,37.79243172585751,37.127013304990555,37.629669189453125,105474000,0.0,0
2017-08-22,37.87380830546376,38.297475146929585,37.82354491463925,38.244815826416016,86418400,0.0,0
2017-08-23,38.074872350992365,38.409973793416796,38.02939351544938,38.292686462402344,77596400,0.0,0
2017-08-24,38.40040328690808,38.474607723454234,37.9504103739021,38.12274932861328,79275600,0.0,0
2017-08-25,38.21370999179687,38.43152782684087,38.12275594326907,38.26397705078125,101920400,0.0,0
2017-08-28,38.33097818306228,38.77618639517419,38.280711149228004,38.64932632446289,103864000,0.0,0
2017-08-29,38.32141210977077,39.04427431556652,38.29747472713359,38.99401092529297,118067600,0.0,0
2017-08-30,39.207045648192306,39.22858710400494,38.922207558006605,39.099334716796875,109078400,0.0,0
2017-08-31,39.1687476683643,39.37938497788748,39.13044931166329,39.25491714477539,107140400,0.0,0
2017-09-01,39.44640327917247,39.479913426506485,39.16635340809562,39.266883850097656,66364400,0.0,0
2017-09-05,39.1950747911778,39.314754408860786,38.43151824598722,38.795345306396484,117874000,0.0,0
2017-09-06,38.946138212201305,39.01315849803363,38.42194096403785,38.7546501159668,86606800,0.0,0
2017-09-07,38.797736284970505,38.83364236047252,38.38364584430401,38.59906768798828,87714000,0.0,0
2017-09-08,38.50332881672508,38.572741391686215,37.94562133006418,37.96955871582031,114446000,0.0,0
2017-09-11,38.41715779024012,38.78816534048768,38.271148508620065,38.656517028808594,126323200,0.0,0
2017-09-12,38.9222050743046,39.245341500203196,38.00306649496163,38.503326416015625,286856000,0.0,0
2017-09-13,38.26636248319192,38.28790759166403,37.797220394152625,38.21370315551758,179629600,0.0,0
2017-09-14,38.055727002434665,38.153861515371666,37.84030149435611,37.885780334472656,95042800,0.0,0
2017-09-15,37.9312594579103,38.52965756426677,37.81876032172871,38.26875686645508,196458400,0.0,0
2017-09-18,38.32380382845542,38.41715377564877,37.81875574176016,37.9791259765625,113077600,0.0,0
2017-09-19,38.18018821287057,38.24242394812615,37.924075744365446,37.99348831176758,83242400,0.0,0
2017-09-20,37.79481657603652,37.88098603494364,36.82062652204777,37.35679244995117,211805600,0.0,0
2017-09-21,37.29216184215048,37.29216184215048,36.562115595698096,36.71530532836914,150046800,0.0,0
2017-09-22,36.27250026478484,36.44723515239227,36.037929215150896,36.35627746582031,186581600,0.0,0
2017-09-25,35.90149331651798,36.341913436578636,35.70282471128437,36.0355339050293,177549200,0.0,0
2017-09-26,36.32994688842979,36.842175540376545,36.308405432361695,36.65547561645508,146640000,0.0,0
2017-09-27,36.813455291516846,37.03366537466845,36.751219545793404,36.916378021240234,102016800,0.0,0
2017-09-28,36.83499702921892,36.92834699618281,36.550158920389144,36.688987731933594,88022000,0.0,0
2017-09-29,36.672227239644,36.89243728098045,36.38260098007922,36.89004135131836,105199200,0.0,0
2017-10-02,36.92355259518435,36.969031432136894,36.554940997092814,36.81584167480469,74795200,0.0,0
2017-10-03,36.8637162245502,37.122224648951374,36.839782491308696,36.97621536254883,64921200,0.0,0
2017-10-04,36.772764448481425,36.82781605587675,36.49271455129761,36.73685836791992,80655200,0.0,0
2017-10-05,36.90440448516147,37.205999453736034,36.87329026871496,37.19403076171875,85135200,0.0,0
2017-10-06,37.09349256886164,37.217960365624684,36.9953544280998,37.172481536865234,69630400,0.0,0
2017-10-09,37.29455825483684,37.51476829170031,37.21796520617342,37.30173873901367,65051600,0.0,0
2017-10-10,37.354395607506774,37.818753032916895,37.12461282425798,37.316097259521484,62468000,0.0,0
2017-10-11,37.33286612956662,37.57461768063539,37.28020679728112,37.47169494628906,67622400,0.0,0
2017-10-12,37.42381548744743,37.667959262034856,37.275410287543004,37.34003829956055,64500400,0.0,0
2017-10-13,37.5147753640242,37.64642368597076,37.438182300921376,37.57701110839844,65576800,0.0,0
2017-10-16,37.79482293654158,38.297478806813885,37.73498312590593,38.26875686645508,96486000,0.0,0
2017-10-17,38.244822300025575,38.50572301706643,38.11317397645784,38.40998077392578,75989200,0.0,0
2017-10-18,38.398010176492896,38.46742640381047,38.20173749208697,38.24003219604492,65496800,0.0,0
2017-10-19,37.519562313734525,37.598551304253846,37.10547183525353,37.33525466918945,170336800,0.0,0
2017-10-20,37.48604510043897,37.75891444702149,37.3304630787056,37.39987564086914,95896400,0.0,0
2017-10-23,37.553068609227445,37.74455671941374,37.220359433057375,37.38072967529297,87937200,0.0,0
2017-10-24,37.409448495764515,37.679925565823275,37.387907043900974,37.60333251953125,71028800,0.0,0
2017-10-25,37.5578548073391,37.71104455682736,37.16530584600468,37.438175201416016,84828400,0.0,0
2017-10-26,37.63444945157057,37.77806644570013,37.52673853213933,37.67753601074219,68002000,0.0,0
2017-10-27,38.127530001735025,39.159171347261605,37.98630893310562,39.027523040771484,177816800,0.0,0
2017-10-30,39.228588210916236,40.22911179743337,39.18789757578901,39.905975341796875,178803200,0.0,0
2017-10-31,40.188415247820934,40.607293921080725,39.95863242093873,40.46128463745117,144187200,0.0,0
2017-11-01,40.659948523376286,40.67670542147963,39.640279586326386,39.946659088134766,134551200,0.0,0
2017-11-02,39.877246876919656,40.33202792673349,39.561290958439635,40.238677978515625,165573600,0.0,0
2017-11-03,41.6485095480214,41.71074163825352,40.959153738480225,41.28947067260742,237594400,0.0,0
2017-11-06,41.25834700976161,41.88547064103935,41.102764979854676,41.708343505859375,140105200,0.0,0
2017-11-07,41.62696250298719,41.94770297873284,41.55276172973741,41.842384338378906,97446000,0.0,0
2017-11-08,41.80648149549987,42.184669494628906,41.727492516030026,42.184669494628906,97638000,0.0,0
2017-11-09,41.91419548053733,42.15116243629458,41.44265749884786,42.09850311279297,117930400,0.0,0
2017-11-10,42.06486854141777,42.12972888170161,41.86308488882521,41.959171295166016,100582000,0.1575,0
2017-11-13,41.678119697423924,41.91833940749554,41.65409626023201,41.79102325439453,67928400,0.0,0
2017-11-14,41.56761731429388,41.67331457395272,41.120808503757225,41.159244537353516,99130000,0.0,0
2017-11-15,40.830147492764596,40.914225863814046,40.44819900466208,40.61635208129883,116632400,0.0,0
2017-11-16,41.120807368383836,41.28655955141215,40.909416520364694,41.101593017578125,94550000,0.0,0
2017-11-17,41.08718563491975,41.17126401607616,40.750879441219304,40.873390197753906,87598000,0.0,0
2017-11-20,40.907013759498,40.97187410904375,40.73165439342745,40.83254623413086,65049600,0.0,0
2017-11-21,41.02472180978975,41.72616292363404,41.02472180978975,41.59164047241211,100525200,0.0,0
2017-11-22,41.644486136240644,42.038446286247584,41.57001861786458,42.028839111328125,102355600,0.0,0
2017-11-24,42.062472105421335,42.15855852190762,41.95437030504698,42.03124237060547,56106800,0.0,0
2017-11-27,42.050455798284624,42.05766209546162,41.63967853188846,41.81984329223633,82867200,0.0,0
2017-11-28,41.87029833368827,42.00722166937111,41.28416162475046,41.5748291015625,105715200,0.0,0
2017-11-29,41.46912709946587,41.53878919817691,40.155125075254865,40.712432861328125,166665600,0.0,0
2017-11-30,40.94064215146489,41.35141945568165,40.46260728922415,41.28175735473633,166108800,0.0,0
2017-12-01,40.82534118911176,41.23851940589207,40.47702332386822,41.08958435058594,159037200,0.0,0
2017-12-04,41.43309369058017,41.46672430266049,40.74846973063188,40.789306640625,130169600,0.0,0
